"Name","Long_name","Hemisphere","Lobe","Region","Gyrus","YBA_R_color","YBA_G_color","YBA_B_color","whole","LH","RH","deepLH","deepRH","Num_vertex","mean_x","mean_y","mean_z"
"L_I1_C","Left anterior short insular gyrus C","Left","Insula","Insula","Anterior short insular gyrus",107,0,149,1,1,0,1,0,42,-33.5932369686308,16.259686992282,-13.8835839089893
"L_I2_A","Left middle short insular gyrus A","Left","Insula","Insula","Posterior short insular gyrus",126,0,176,1,1,0,1,0,42,-35.8866920471191,8.79003980046227,5.73502421237174
"L_I2_B","Left middle short insular gyrus B","Left","Insula","Insula","Posterior short insular gyrus",126,0,176,1,1,0,1,0,39,-40.9309932024051,10.3918047440358,-4.56211466552355
"L_I2_C","Left middle short insular gyrus C","Left","Insula","Insula","Posterior short insular gyrus",126,0,176,1,1,0,1,0,46,-34.0494365277498,10.6671369283096,-15.694303844286
"L_I3_A","Left posterior short insular gyrus A","Left","Insula","Insula","Anterior long insular gyrus",155,0,221,1,1,0,1,0,48,-38.1469744841258,-3.0419570778807,10.6909594535828
"L_I3_B","Left posterior short insular gyrus B","Left","Insula","Insula","Anterior long insular gyrus",155,0,221,1,1,0,1,0,62,-40.4865125225436,1.1977438090309,2.02331204231708
"L_I3_C","Left posterior short insular gyrus C","Left","Insula","Insula","Anterior long insular gyrus",155,0,221,1,1,0,1,0,46,-40.3244763249936,6.55314470633216,-8.08642350849898
"L_I4_A","Left anterior long insular gyrus A","Left","Insula","Insula","Middle long insular gyrus",190,38,255,1,1,0,1,0,64,-36.9820170402527,-16.2595997154713,13.4457666501403
"L_I4_B","Left anterior long insular gyrus B","Left","Insula","Insula","Middle long insular gyrus",190,38,255,1,1,0,1,0,62,-40.1376305241739,-10.4297676086426,5.4269041770228
"L_I4_C","Left anterior long insular gyrus C","Left","Insula","Insula","Middle long insular gyrus",190,38,255,1,1,0,1,0,42,-41.4277175721668,-3.56839972911846,-3.7431843458187
"L_I4_D","Left anterior long insular gyrus D","Left","Insula","Insula","Middle long insular gyrus",190,38,255,1,1,0,1,0,15,-39.8010345458984,2.0944612890482,-11.9189855575562
"L_I5_A","Left posterior long insular gyrus A","Left","Insula","Insula","Posterior long insular gyrus",211,106,255,1,1,0,1,0,19,-33.9113432231702,-23.0330664986058,8.72040608054714
"L_I5_B","Left posterior long insular gyrus B","Left","Insula","Insula","Posterior long insular gyrus",211,106,255,1,1,0,1,0,38,-38.3797539158871,-16.1331792881614,0.987802987232019
"L_I5_C","Left posterior long insular gyrus C","Left","Insula","Insula","Posterior long insular gyrus",211,106,255,1,1,0,1,0,37,-40.4442135578877,-8.30738334398012,-6.22775943214829
"L_I5_D","Left posterior long insular gyrus D","Left","Insula","Insula","Posterior long insular gyrus",211,106,255,1,1,0,1,0,20,-39.8193590164185,0.190317923482509,-14.5876207351685
"R_TP1_A","Right superior temporal pole A","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,56,31.4140225819179,6.5467614701816,-24.7315645558494
"R_TP1_B","Right superior temporal pole B","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,47,32.0447261485648,11.7925389776839,-29.8659197218875
"R_TP1_C","Right superior temporal pole B","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,49,31.3148113562136,19.1658882024337,-34.9620873198217
"R_TP1_D","Right superior temporal pole C","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,66,37.6527359991363,21.0528258988352,-34.4592332261981
"R_TP1_E","Right superior temporal pole D","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,76,45.6729487368935,18.9080914698149,-28.1027860892446
"R_TP1_F","Right superior temporal pole F","Right","Temporal","Temporal pole","Superior temporal pole",0,115,230,1,0,1,0,0,186,48.2571468558363,12.2353275155508,-20.545976531121
"R_TP2.1_A","Right superior middle temporal pole A","Right","Temporal","Temporal pole","Superior middle temporal pole",47,151,255,1,0,1,0,0,51,23.5014940523634,10.0608173071169,-36.2727090424182
"R_TP2.1_B","Right superior middle temporal pole B","Right","Temporal","Temporal pole","Superior middle temporal pole",47,151,255,1,0,1,0,0,73,31.7496521832192,13.7411308615175,-41.7960080708543
"R_TP2.1_C","Right superior middle temporal pole C","Right","Temporal","Temporal pole","Superior middle temporal pole",47,151,255,1,0,1,0,0,56,44.905787059239,14.3121550594057,-40.0714428084237
"R_TP2.1_D","Right superior middle temporal pole D","Right","Temporal","Temporal pole","Superior middle temporal pole",47,151,255,1,0,1,0,0,119,51.755321214179,7.52081391791336,-30.7174356604825
"R_TP2.2_A","Right inferior middle temporal pole A","Right","Temporal","Temporal pole","Inferior middle temporal pole",93,174,255,1,0,1,0,0,55,24.2637912403453,3.28845330315896,-39.99942668568
"R_TP2.2_B","Right inferior middle temporal pole B","Right","Temporal","Temporal pole","Inferior middle temporal pole",93,174,255,1,0,1,0,0,47,27.3663698561648,9.47425080360251,-45.1900180248504
"R_TP2.2_C","Right inferior middle temporal pole C","Right","Temporal","Temporal pole","Inferior middle temporal pole",93,174,255,1,0,1,0,0,50,42.8524805450439,8.91476951599121,-43.0651251983643
"R_TP2.2_D","Right inferior middle temporal pole D","Right","Temporal","Temporal pole","Inferior middle temporal pole",93,174,255,1,0,1,0,0,92,52.2541523809018,2.58562460985116,-36.594355603923
"R_TP3_A","Right inferior temporal pole A","Right","Temporal","Temporal pole","Inferior temporal pole",133,194,255,1,0,1,0,0,62,29.8807828657089,-5.63148954017989,-43.8607425689697
"R_TP3_B","Right inferior temporal pole B","Right","Temporal","Temporal pole","Inferior temporal pole",133,194,255,1,0,1,0,0,90,31.744111082289,0.393990070918679,-44.2100827958849
"R_TP3_C","Right inferior temporal pole C","Right","Temporal","Temporal pole","Inferior temporal pole",133,194,255,1,0,1,0,0,92,42.2191957390827,-0.802606412725846,-44.778891356095
"R_TP3_D","Right inferior temporal pole D","Right","Temporal","Temporal pole","Inferior temporal pole",133,194,255,1,0,1,0,0,109,46.6280766408378,-6.64247902544266,-42.3961499065434
"R_T1_A","Right superior temporal gyrus A","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,176,51.5732845393094,4.35500924109841,-13.1253028315577
"R_T1_B","Right superior temporal gyrus B","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,219,53.5900205150587,-4.19988045984343,-7.58433773263132
"R_T1_C","Right superior temporal gyrus C","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,250,55.0181338653564,-13.2754157266617,-1.64356607766449
"R_T1_D","Right superior temporal gyrus D","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,244,55.2557524384045,-20.7120846607646,4.0356131210946
"R_T1_E","Right superior temporal gyrus E","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,268,52.4062917552777,-29.2021934665851,9.02892340764181
"R_T1_F","Right superior temporal gyrus F","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,202,55.5163237316774,-37.4994284374879,13.6163351583009
"R_T1_G","Right superior temporal gyrus G","Right","Temporal","Temporal body","Superior temporal gyrus",110,110,255,1,0,1,0,0,132,58.0408435301347,-45.8655362851692,19.8827231436065
"R_T2.1_A","Right superior middle temporal gyrus A","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,108,58.1103762520684,-2.37846172357806,-20.6887438915394
"R_T2.1_B","Right superior middle temporal gyrus B","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,136,60.9899958442239,-12.4559939977001,-14.6681779202293
"R_T2.1_C","Right superior middle temporal gyrus C","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,111,60.4121092719001,-22.530130223111,-9.81916175232277
"R_T2.1_D","Right superior middle temporal gyrus D","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,124,60.0458816712902,-32.5192257358182,-3.73370416129323
"R_T2.1_E","Right superior middle temporal gyrus E","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,139,61.3606056926919,-43.4575705768393,-0.6414970505259
"R_T2.1_F","Right superior middle temporal gyrus F","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,182,57.3273959526649,-50.6560295859536,7.45771352263106
"R_T2.1_G","Right superior middle temporal gyrus G","Right","Temporal","Temporal body","Superior-middle temporal gyrus",135,135,255,1,0,1,0,0,80,56.4138222694397,-60.0283246040344,9.37067510485649
"R_T2.2_A","Right inferior middle temporal gyrus A","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,96,57.7147703568141,-7.18366470808784,-27.6995912591616
"R_T2.2_B","Right inferior middle temporal gyrus B","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,78,62.0825699537228,-17.3979161213606,-22.1125682928623
"R_T2.2_C","Right inferior middle temporal gyrus C","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,75,63.1817518615723,-26.8475266520182,-18.8011665344238
"R_T2.2_D","Right inferior middle temporal gyrus D","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,80,63.8519975185394,-34.9063267230988,-12.2632165789604
"R_T2.2_E","Right inferior middle temporal gyrus E","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,78,62.047278428689,-45.7930231338892,-9.78034782409668
"R_T2.2_F","Right inferior middle temporal gyrus F","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,128,57.2674551010132,-58.3042985200882,-4.17037859436823
"R_T2.2_G","Right inferior middle temporal gyrus G","Right","Temporal","Temporal body","Inferior middle temporal gyrus",160,160,255,1,0,1,0,0,105,51.9860898335775,-65.7454647609166,2.22791680491396
"R_T3.1_A","Right lateral inferior temporal gyrus A","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,75,55.9863687642415,-12.0224435997009,-35.0860484568278
"R_T3.1_B","Right lateral inferior temporal gyrus B","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,77,58.8331150203556,-19.9573872429984,-28.900974967263
"R_T3.1_C","Right lateral inferior temporal gyrus C","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,71,59.846120162749,-30.8745835532605,-24.7777099072094
"R_T3.1_D","Right lateral inferior temporal gyrus D","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,74,61.7944692663244,-39.6171137835528,-19.7755552626945
"R_T3.1_E","Right lateral inferior temporal gyrus E","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,71,59.7291065269793,-49.0068026797872,-16.8756653826002
"R_T3.1_F","Right lateral inferior temporal gyrus F","Right","Temporal","Temporal body","Lateral inferior temporal gyrus",183,183,255,1,0,1,0,0,154,52.9716092642252,-60.302271954425,-11.7524120095488
"R_T3.2_A","Right basal inferior temporal gyrus A","Right","Temporal","Temporal body","Basal inferior temporal gyus",210,210,255,1,0,1,0,0,80,46.5528991699219,-13.4124510228634,-36.9180641412735
"R_T3.2_B","Right basal inferior temporal gyrus B","Right","Temporal","Temporal body","Basal inferior temporal gyus",210,210,255,1,0,1,0,0,81,48.4559112360448,-20.5563457748036,-29.1834386425254
"R_T3.2_C","Right basal inferior temporal gyrus C","Right","Temporal","Temporal body","Basal inferior temporal gyus",210,210,255,1,0,1,0,0,73,50.0663257233084,-31.3350896704687,-25.398653657469
"R_T3.2_D","Right basal inferior temporal gyrus D","Right","Temporal","Temporal body","Basal inferior temporal gyus",210,210,255,1,0,1,0,0,80,51.9037105560303,-41.949983215332,-22.3564115762711
"R_T3.2_E","Right basal inferior temporal gyrus E","Right","Temporal","Temporal body","Basal inferior temporal gyus",210,210,255,1,0,1,0,0,97,49.8856157519154,-50.8722124001414,-17.7850228584919
"R_O1_A","Right superior occipital gyrus A","Right","Occipital","Occipital","Superior occipital gyrus",217,217,0,1,0,1,0,0,154,12.7263962119431,-68.0447417172519,15.4451540971731
"R_O1_B","Right superior occipital gyrus B","Right","Occipital","Occipital","Superior occipital gyrus",217,217,0,1,0,1,0,0,102,9.77288936399946,-75.8586695801978,25.0972338283763
"R_O1_C","Right superior occipital gyrus C","Right","Occipital","Occipital","Superior occipital gyrus",217,217,0,1,0,1,0,0,93,6.7101358636733,-83.3390781853789,35.1192410786947
"R_O1_D","Right superior occipital gyrus D","Right","Occipital","Occipital","Superior occipital gyrus",217,217,0,1,0,1,0,0,128,15.1750682294369,-85.5996169447899,34.4008561074734
"R_O1_E","Right superior occipital gyrus E","Right","Occipital","Occipital","Superior occipital gyrus",217,217,0,1,0,1,0,0,174,24.4638099231939,-82.9805888033461,31.1361180831646
"R_O2.1_A","Right superior middle occipital gyrus A","Right","Occipital","Occipital","Superior middle occipital gyrus",235,235,0,1,0,1,0,0,69,4.80244951490043,-88.474817690642,25.0977806146594
"R_O2.1_B","Right superior middle occipital gyrus B","Right","Occipital","Occipital","Superior middle occipital gyrus",235,235,0,1,0,1,0,0,103,12.6688026548589,-93.7562985466522,23.3047392113695
"R_O2.1_C","Right superior middle occipital gyrus C","Right","Occipital","Occipital","Superior middle occipital gyrus",235,235,0,1,0,1,0,0,130,22.2915450316209,-94.5056668208196,16.9352433057932
"R_O2.1_D","Right superior middle occipital gyrus D","Right","Occipital","Occipital","Superior middle occipital gyrus",235,235,0,1,0,1,0,0,134,31.8317635094942,-89.9705574263388,13.1709247952077
"R_O2.1_E","Right superior middle occipital gyrus E","Right","Occipital","Occipital","Superior middle occipital gyrus",235,235,0,1,0,1,0,0,111,40.8192119598389,-82.1355583259651,15.0466453234355
"R_O2.2_A","Right inferior middle occipital gyrus A","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,58,5.29262649807437,-78.8836961943528,14.9784749787429
"R_O2.2_B","Right inferior middle occipital gyrus B","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,83,4.85237862690386,-88.9851639529309,12.793846667531
"R_O2.2_C","Right inferior middle occipital gyrus C","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,53,5.34110163855103,-95.8471478156324,6.25888895777599
"R_O2.2_D","Right inferior middle occipital gyrus D","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,46,5.74160216165625,-100.095320162566,9.42775184272424
"R_O2.2_E","Right inferior middle occipital gyrus E","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,82,12.1190144841264,-99.1708434500346,11.3995514512062
"R_O2.2_F","Right inferior middle occipital gyrus F","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,142,13.5208078706768,-97.5716774631554,1.07192358504456
"R_O2.2_G","Right inferior middle occipital gyrus G","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,101,22.890954159274,-100.05236514252,-0.250729362268256
"R_O2.2_H","Right inferior middle occipital gyrus H","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,117,31.7964632409251,-93.5099379058577,-1.09086395383009
"R_O2.2_I","Right inferior middle occipital gyrus I","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,93,42.328483909689,-86.3965718259094,-0.972772634798481
"R_O2.2_J","Right inferior middle occipital gyrus J","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,119,44.241061971969,-78.9194785366539,4.48973876026903
"R_O2.2_K","Right inferior middle occipital gyrus K","Right","Occipital","Occipital","Inferior middle occipital gyrus",255,255,38,1,0,1,0,0,121,46.5902770806935,-72.6915918145298,10.9968219690086
"R_O3_A","Right inferior occipital gyrus A","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,105,14.8971062001728,-57.7272826785133,-0.225288978414164
"R_O3_B","Right inferior occipital gyrus B","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,122,9.8482662522402,-66.9071435772005,4.16582685538002
"R_O3_C.1","Right inferior occipital gyrus C superior","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,61,5.41188687770093,-75.7888353691726,3.5518160704218
"R_O3_C.2","Right inferior occipital gyrus C inferior","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,57,7.76397244135539,-72.25030397114,-3.6191327657348
"R_O3_D.1","Right inferior occipital gyrus D superior","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,69,5.06983902920847,-85.4050126006638,-2.70865885573237
"R_O3_D.2","Right inferior occipital gyrus D inferior","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,58,6.96782055394403,-82.5573502902327,-9.0740388683204
"R_O3_E","Right inferior occipital gyrus E","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,126,10.120325940942,-92.9075564429873,-10.0480780729226
"R_O3_F","Right inferior occipital gyrus F","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,94,20.1667334576871,-95.3179989266903,-12.0038704948222
"R_O3_G","Right inferior occipital gyrus G","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,83,32.4418719188277,-92.5821946844997,-11.4280979432255
"R_O3_H","Right inferior occipital gyrus H","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,93,44.5877907045426,-81.9319179904076,-9.24697199175435
"R_O3_I","Right inferior occipital gyrus I","Right","Occipital","Occipital","Inferior occipital gyrus",255,255,97,1,0,1,0,0,104,46.7449052884028,-73.8899298447829,-8.48574550851033
"R_O4_A","Right fourth occipital gyrus A","Right","Occipital","Occipital","Fourth occipital gyrus",255,255,165,1,0,1,0,0,73,24.5578359055193,-85.8136516205252,-13.1664127552346
"R_O4_B","Right fourth occipital gyrus B","Right","Occipital","Occipital","Fourth occipital gyrus",255,255,97,1,0,1,0,0,49,33.9482974227594,-83.2173004150391,-14.2852385773951
"R_AN1_A","Right superior angular gyrus A","Right","Parietal","Angular","Superior angular gyrus",115,255,127,1,0,1,0,0,118,34.3734521219286,-77.5349986836062,35.7247106584452
"R_AN1_B","Right superior angular gyrus B","Right","Parietal","Angular","Superior angular gyrus",115,255,127,1,0,1,0,0,105,43.877891031901,-71.1332973661877,35.2297973087856
"R_AN1_C","Right superior angular gyrus C","Right","Parietal","Angular","Superior angular gyrus",115,255,127,1,0,1,0,0,46,50.479727288951,-69.0073494289232,31.8761895221213
"R_AN2_A","Right inferior angular gyrus A","Right","Parietal","Angular","Inferior angular gyrus",133,255,145,1,0,1,0,0,111,34.4772709511422,-83.7209260270402,23.6260180086703
"R_AN2_B","Right inferior angular gyrus B","Right","Parietal","Angular","Inferior angular gyrus",133,255,145,1,0,1,0,0,76,41.9542226289448,-78.4555282592773,27.8199437041032
"R_AN2_C","Right inferior angular gyrus C","Right","Parietal","Angular","Inferior angular gyrus",133,255,145,1,0,1,0,0,63,51.5955386086116,-73.1903190007286,24.8428068917895
"R_AN2_D","Right inferior angular gyrus D","Right","Parietal","Angular","Inferior angular gyrus",133,255,145,1,0,1,0,0,203,48.0350670650088,-63.6782947220826,17.4245103427342
"R_SM1_A","Right supramarginal gyrus 1 A","Right","Parietal","Supramarginal","Supramarginal gyrus 1",129,221,0,1,0,1,0,0,70,52.241552570888,-40.3517911638532,54.2387302398682
"R_SM1_B","Right supramarginal gyrus 1 B","Right","Parietal","Supramarginal","Supramarginal gyrus 1",129,221,0,1,0,1,0,0,137,56.1998580876928,-32.6544728383531,47.1711259271107
"R_SM1_C","Right supramarginal gyrus 1 C","Right","Parietal","Supramarginal","Supramarginal gyrus 1",129,221,0,1,0,1,0,0,116,58.8243504557116,-26.0572509601198,38.5580446309057
"R_SM1_D","Right supramarginal gyrus 1 D","Right","Parietal","Supramarginal","Supramarginal gyrus 1",129,221,0,1,0,1,0,0,159,58.3309789933499,-26.0557596698497,29.5326675678949
"R_SM1_E","Right supramarginal gyrus 1 E","Right","Parietal","Supramarginal","Supramarginal gyrus 1",129,221,0,1,0,1,0,0,193,49.1738442929915,-26.5337166465008,20.6560679865625
"R_SM2_A","Right supramarginal gyrus 2 A","Right","Parietal","Supramarginal","Supramarginal gyrus 2",153,255,0,1,0,1,0,0,49,63.8019901976294,-34.9360640778834,36.622701528121
"R_SM2_B","Right supramarginal gyrus 2 B","Right","Parietal","Supramarginal","Supramarginal gyrus 2",149,255,0,1,0,1,0,0,47,65.0790658504405,-34.4519262110933,25.5118990147367
"R_SM3_A","Right supramarginal gyrus 3 A","Right","Parietal","Supramarginal","Supramarginal gyrus 3",170,255,43,1,0,1,0,0,116,53.2096894034024,-46.8713864293592,46.2179679541752
"R_SM3_B","Right supramarginal gyrus 3 B","Right","Parietal","Supramarginal","Supramarginal gyrus 3",170,255,43,1,0,1,0,0,129,59.0569881173067,-45.7835803068886,37.5518963392391
"R_SM3_C","Right supramarginal gyrus 3 C","Right","Parietal","Supramarginal","Supramarginal gyrus 3",170,255,43,1,0,1,0,0,154,56.3951579750358,-42.8423584777039,28.2949005721451
"R_SM4_A","Right supramarginal gyrus 4 A","Right","Parietal","Supramarginal","Supramarginal gyrus 4",179,255,56,1,0,1,0,0,172,38.5954776253811,-55.5761091321014,46.400371662406
"R_SM4_B","Right supramarginal gyrus 4 B","Right","Parietal","Supramarginal","Supramarginal gyrus 4",179,255,56,1,0,1,0,0,50,50.0608508300781,-57.3540898895264,52.2127156829834
"R_SM4_C","Right supramarginal gyrus 4 C","Right","Parietal","Supramarginal","Supramarginal gyrus 4",179,255,56,1,0,1,0,0,83,52.2874654287315,-56.4086802838797,43.6172265202166
"R_SM5_A","Right supramarginal gyrus 5 A","Right","Parietal","Supramarginal","Supramarginal gyrus 5",186,255,65,1,0,1,0,0,141,32.8016434662731,-69.8104274019282,42.0932497200391
"R_SM5_B","Right supramarginal gyrus 5 B","Right","Parietal","Supramarginal","Supramarginal gyrus 5",186,255,65,1,0,1,0,0,62,42.5277360485446,-69.057533571797,46.9779409593151
"R_SM5_C","Right supramarginal gyrus 5 C","Right","Parietal","Supramarginal","Supramarginal gyrus 5",186,255,65,1,0,1,0,0,92,49.0238886294158,-64.611710175224,41.5917480717535
"R_SM5_D","Right supramarginal gyrus 5 D","Right","Parietal","Supramarginal","Supramarginal gyrus 5",186,255,65,1,0,1,0,0,120,51.756702041626,-58.8235452651977,31.9392109870911
"R_SM5_E","Right supramarginal gyrus 5 E","Right","Parietal","Supramarginal","Supramarginal gyrus 5",186,255,65,1,0,1,0,0,128,53.5567961037159,-54.7659562826157,22.6317667141557
"R_P1_A","Right superior parietal 1 A","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,77,6.96325915819639,-45.452276898669,42.4204174883954
"R_P1_B","Right superior parietal 1 B","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,95,7.04118816225152,-48.1575542650725,52.087062193218
"R_P1_C","Right superior parietal 1 C","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,58,5.95519413516439,-51.1576744605755,61.7550482914366
"R_P1_D","Right superior parietal 1 D","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,75,8.47256426811218,-55.2493905639649,67.7521835327148
"R_P1_E","Right superior parietal 1 E","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,165,17.3400144519228,-48.9165358341101,67.7301043886127
"R_P1_F","Right superior parietal 1 F","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,156,27.6061045328776,-44.5986902285845,61.5858376331818
"R_P1_G","Right superior parietal 1 G","Right","Parietal","Superior parietal","Superior parietal 1",0,122,0,1,0,1,0,0,262,39.4251964219654,-42.7755247654806,52.5190889780758
"R_P2_A","Right superior parietal 2 A","Right","Parietal","Superior parietal","Superior parietal 2",0,150,0,1,0,1,0,0,68,6.11358442508123,-60.34157074199,56.3588268055635
"R_P2_B","Right superior parietal 2 B","Right","Parietal","Superior parietal","Superior parietal 2",0,150,0,1,0,1,0,0,84,10.9486489012128,-65.2221646081834,61.9603939510527
"R_P2_C","Right superior parietal 2 C","Right","Parietal","Superior parietal","Superior parietal 2",0,150,0,1,0,1,0,0,128,20.8224934637547,-59.5936194956303,61.0401737093925
"R_P2_D","Right superior parietal 2 D","Right","Parietal","Superior parietal","Superior parietal 2",0,150,0,1,0,1,0,0,172,31.3417458645133,-53.3127043080884,55.2401955848516
"R_P3_A","Right superior parietal 3 A","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,88,7.68461405553601,-54.645235191692,38.4498740976507
"R_P3_B","Right superior parietal 3 B","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,65,6.21161654499861,-62.0475926912748,46.8609782879169
"R_P3_C","Right superior parietal 3 C","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,63,6.51672845227378,-71.9192374093192,51.8275547935849
"R_P3_D","Right superior parietal 3 D","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,67,12.3359450511078,-73.1027255841155,55.3962561763934
"R_P3_E","Right superior parietal 3 E","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,146,22.0823407630398,-66.5411768874077,51.8824555906531
"R_P3_F","Right superior parietal 3 F","Right","Parietal","Superior parietal","Superior parietal 3",0,176,0,1,0,1,0,0,143,30.2535968993927,-63.0713399606985,48.570274699818
"R_P4_A","Right superior parietal 4 A","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,80,13.5087675750256,-55.1382762908936,8.0749753177166
"R_P4_B","Right superior parietal 4 B","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,130,11.3664543124346,-57.5725587111253,16.4239565922664
"R_P4_C","Right superior parietal 4 C","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,133,10.3703999859946,-61.1108588025086,25.5330973460262
"R_P4_D","Right superior parietal 4 D","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,144,10.6341995203661,-66.5898662673103,31.6793427069982
"R_P4_E","Right superior parietal 4 E","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,84,6.79040574495281,-71.2271886098953,39.0660522324698
"R_P4_F","Right superior parietal 4 F","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,55,8.45295979976654,-77.5506306041371,46.1295790238814
"R_P4_G","Right superior parietal 4 G","Right","Parietal","Superior parietal","Superior parietal 4",0,203,0,1,0,1,0,0,208,21.3577009439468,-74.4518214189089,41.3527169686097
"R_S_A","Right somatosensory A","Right","Parietal","Sensory","Somatosensory",0,255,0,1,0,1,0,0,99,9.5782957010799,-31.5609874147357,51.0866517346315
"R_S_B","Right somatosensory B","Right","Parietal","Sensory","Somatosensory",0,255,0,1,0,1,0,0,87,8.48816585575027,-38.608314908784,58.7249183216314
"R_S_C","Right somatosensory C","Right","Parietal","Sensory","Somatosensory",0,255,0,1,0,1,0,0,75,6.76439661979675,-39.5694401041667,69.6383513387044
"R_S_D","Right somatosensory D","Right","Parietal","Sensory","Somatosensory",0,255,0,1,0,1,0,0,74,12.092369556427,-38.2857692563856,77.1865549860774
