"Name","Long_name","Hemisphere","Lobe","Region","Gyrus","YBA_R_color","YBA_G_color","YBA_B_color","whole","LH","RH","deepLH","deepRH","Num_vertex","mean_x","mean_y","mean_z"
"L_SF5_C","Left superior frontal gyrus 5 C","Left","Frontal","Superior frontal","Superior frontal 5",167,0,0,1,1,0,0,0,79,-8.58857779563228,20.4728754140154,62.4790591952167
"L_SF5_D","Left superior frontal gyrus 5 D","Left","Frontal","Superior frontal","Superior frontal 5",167,0,0,1,1,0,0,0,146,-21.7030832996107,15.4023183551553,58.2889041116793
"L_SF6_A","Left superior frontal gyrus 6 A","Left","Frontal","Superior frontal","Superior frontal 6",181,0,0,1,1,0,0,0,94,-7.51610360690888,-0.735339367167747,48.8192372017718
"L_SF6_B","Left superior frontal gyrus 6 B","Left","Frontal","Superior frontal","Superior frontal 6",181,0,0,1,1,0,0,0,72,-6.06452265878519,5.06045065179933,58.3820835219489
"L_SF6_C","Left superior frontal gyrus 6 C","Left","Frontal","Superior frontal","Superior frontal 6",181,0,0,1,1,0,0,0,82,-8.24034088486578,9.92525163801705,66.952591221507
"L_SF6_D","Left superior frontal gyrus 6 D","Left","Frontal","Superior frontal","Superior frontal 6",181,0,0,1,1,0,0,0,97,-20.5300125731635,7.28883231147048,63.216279452609
"L_SF7_A","Left superior frontal gyrus 7 A","Left","Frontal","Superior frontal","Superior frontal 7",190,0,0,1,1,0,0,0,88,-7.76385817541318,-11.1256753422997,50.6711230278015
"L_SF7_B","Left superior frontal gyrus 7 B","Left","Frontal","Superior frontal","Superior frontal 7",190,0,0,1,1,0,0,0,62,-6.6794195723149,-4.93609969462118,61.9090863504717
"L_SF7_C","Left superior frontal gyrus 7 C","Left","Frontal","Superior frontal","Superior frontal 7",190,0,0,1,1,0,0,0,60,-7.2229456230998,-0.555490716298422,70.5534151713053
"L_SF7_D","Left superior frontal gyrus 7 D","Left","Frontal","Superior frontal","Superior frontal 7",190,0,0,1,1,0,0,0,76,-18.0415851693404,-0.520433966897575,68.6263070357473
"L_SF7_E","Left superior frontal gyrus 7 E","Left","Frontal","Superior frontal","Superior frontal 7",190,0,0,1,1,0,0,0,94,-25.2710354175973,-3.78584570921165,63.258555229674
"L_SF8_A","Left superior frontal gyrus 8 A","Left","Frontal","Superior frontal","Superior frontal 8",203,0,0,1,1,0,0,0,85,-8.4265300785794,-22.1000991821289,49.8881674822639
"L_SF8_B","Left superior frontal gyrus 8 B","Left","Frontal","Superior frontal","Superior frontal 8",203,0,0,1,1,0,0,0,68,-6.28117963671684,-17.4029138018103,61.3850960451014
"L_SF8_C","Left superior frontal gyrus 8 C","Left","Frontal","Superior frontal","Superior frontal 8",203,0,0,1,1,0,0,0,91,-7.04684038738628,-14.5877752566076,71.8098781711453
"L_SF8_D","Left superior frontal gyrus 8 D","Left","Frontal","Superior frontal","Superior frontal 8",203,0,0,1,1,0,0,0,64,-16.9516676664352,-9.71671740710735,69.8141109347343
"L_MF1_A","Left middle frontal gyrus 1 A","Left","Frontal","Middle frontal","Middle frontal 1",255,16,16,1,1,0,0,0,90,-24.2802718904283,56.567029147678,20.3805088678996
"L_MF1_B","Left middle frontal gyrus 1 B","Left","Frontal","Middle frontal","Middle frontal 1",255,16,16,1,1,0,0,0,84,-34.9552211080279,52.7043593724569,17.6362138929821
"L_MF1_C","Left middle frontal gyrus 1 C","Left","Frontal","Middle frontal","Middle frontal 1",255,16,16,1,1,0,0,0,47,-43.5713065938747,50.3984432626278,13.516231252792
"L_MF2_A","Left middle frontal gyrus 2 A","Left","Frontal","Middle frontal","Middle frontal 2",255,34,34,1,1,0,0,0,113,-23.0961342870662,51.9159573917895,26.7355699117205
"L_MF2_B","Left middle frontal gyrus 2 B","Left","Frontal","Middle frontal","Middle frontal 2",255,34,34,1,1,0,0,0,125,-32.7074941253662,47.5794826965332,25.737924156189
"L_MF2_C","Left middle frontal gyrus 2 C","Left","Frontal","Middle frontal","Middle frontal 2",255,34,34,1,1,0,0,0,97,-41.9078923254898,42.2992156117233,20.6777954593147
"L_MF2_D","Left middle frontal gyrus 2 D","Left","Frontal","Middle frontal","Middle frontal 2",255,34,34,1,1,0,0,0,63,-48.3260841369629,40.2759684002589,18.7311575450594
"L_MF3_A","Left middle frontal gyrus 3 A","Left","Frontal","Middle frontal","Middle frontal 3",255,43,43,1,1,0,0,0,55,-22.4598401503129,46.5577219876376,34.2565533377907
"L_MF3_B","Left middle frontal gyrus 3 B","Left","Frontal","Middle frontal","Middle frontal 3",255,43,43,1,1,0,0,0,98,-32.0403103925744,40.6623548780169,32.3074730269763
"L_MF3_C","Left middle frontal gyrus 3 C","Left","Frontal","Middle frontal","Middle frontal 3",255,43,43,1,1,0,0,0,125,-42.619908782959,35.0102882232666,28.079543762207
"L_MF3_D","Left middle frontal gyrus 3 D","Left","Frontal","Middle frontal","Middle frontal 3",255,43,43,1,1,0,0,0,43,-51.1143108634062,31.5084160649499,26.8680103656857
"L_MF4_A","Left middle frontal gyrus 4 A","Left","Frontal","Middle frontal","Middle frontal 4",255,61,61,1,1,0,0,0,100,-27.7776333427429,35.6095860671997,40.3262160873413
"L_MF4_B","Left middle frontal gyrus 4 B","Left","Frontal","Middle frontal","Middle frontal 4",255,61,61,1,1,0,0,0,105,-38.015657279605,29.6500334785098,36.0384919302804
"L_MF4_C","Left middle frontal gyrus 4 C","Left","Frontal","Middle frontal","Middle frontal 4",255,61,61,1,1,0,0,0,94,-44.8125040581886,25.8990157208544,33.1577207484144
"L_MF4_D","Left middle frontal gyrus 4 D","Left","Frontal","Middle frontal","Middle frontal 4",255,61,61,1,1,0,0,0,50,-52.1220004272461,23.8035828018189,32.5281666946411
"L_MF5_A","Left middle frontal gyrus 5 A","Left","Frontal","Middle frontal","Middle frontal 5",255,79,79,1,1,0,0,0,108,-33.0236303011576,24.4216349566424,44.1858590267323
"L_MF5_B","Left middle frontal gyrus 5 B","Left","Frontal","Middle frontal","Middle frontal 5",255,79,79,1,1,0,0,0,124,-42.6698500725531,18.0569732496815,39.2027951209776
"L_MF5_C","Left middle frontal gyrus 5 C","Left","Frontal","Middle frontal","Middle frontal 5",255,79,79,1,1,0,0,0,61,-50.167432128406,15.8573716898434,39.3331014914591
"L_MF6_A","Left middle frontal gyrus 6 A","Left","Frontal","Middle frontal","Middle frontal 6",255,93,93,1,1,0,0,0,106,-29.8597932671601,18.1455168274214,51.6519786546815
"L_MF6_B","Left middle frontal gyrus 6 B","Left","Frontal","Middle frontal","Middle frontal 6",255,93,93,1,1,0,0,0,115,-40.4268018971319,11.8518161245014,46.8822521209717
"L_MF6_C","Left middle frontal gyrus 6 C","Left","Frontal","Middle frontal","Middle frontal 6",255,93,93,1,1,0,0,0,49,-48.2974035301987,10.6996878312559,45.2045154960788
"L_MF7_A","Left middle frontal gyrus 7 A","Left","Frontal","Middle frontal","Middle frontal 7",255,110,110,1,1,0,0,0,114,-30.5561663142422,6.88406540113583,55.711418486478
"L_MF7_B","Left middle frontal gyrus 7 B","Left","Frontal","Middle frontal","Middle frontal 7",255,110,110,1,1,0,0,0,99,-42.0202695287839,3.86425580024117,51.3393377824263
"L_MF7_C","Left middle frontal gyrus 7 C","Left","Frontal","Middle frontal","Middle frontal 7",255,110,110,1,1,0,0,0,58,-51.2723893132703,1.73071929064162,45.4108681514345
"L_MF8_A","Left middle frontal gyrus 8 A","Left","Frontal","Middle frontal","Middle frontal 8",255,133,133,1,1,0,0,0,118,-32.3356010954259,-1.51695522958002,55.052917351157
"L_OP_A","Left pars opercularis A","Left","Frontal","Inferior frontal","Pars opercularis",255,133,164,1,1,0,0,0,159,-47.4503126924143,14.3292376245343,23.374885439123
"L_OP_B","Left pars opercularis B","Left","Frontal","Inferior frontal","Pars opercularis",255,133,164,1,1,0,0,0,84,-54.0803111848377,14.8390870832262,12.1428536801111
"L_OP_C","Left pars opercularis C","Left","Frontal","Inferior frontal","Pars opercularis",255,133,164,1,1,0,0,0,144,-45.4645657406913,14.7632970545027,4.77759039681405
"L_TR1_A","Left anterior pars triangularis A","Left","Frontal","Inferior frontal","Pars triangularis",255,84,132,1,1,0,0,0,128,-47.1164990365505,40.5068981051445,1.58277366001857
"L_TR1_B","Left anterior pars triangularis B","Left","Frontal","Inferior frontal","Pars triangularis",255,84,132,1,1,0,0,0,107,-45.8409011876472,30.5043070605982,-2.50618999260782
"L_TR2_A","Left middle pars triangularis A","Left","Frontal","Inferior frontal","Pars triangularis",255,97,142,1,1,0,0,0,134,-48.0231053935948,31.5919596543953,9.05778719773933
"L_TR2_B","Left middle pars triangularis B","Left","Frontal","Inferior frontal","Pars triangularis",255,97,142,1,1,0,0,0,113,-46.0551469009534,25.2245587543049,1.65401556349434
"L_TR3_A","Left posterior pars triangularis A","Left","Frontal","Inferior frontal","Pars triangularis",255,102,151,1,1,0,0,0,121,-48.9770551318965,26.44794246579,17.751360183905
"L_TR3_B","Left posterior pars triangularis B","Left","Frontal","Inferior frontal","Pars triangularis",255,102,151,1,1,0,0,0,90,-47.1113776736789,21.9970688925849,9.50992917617162
"L_OR_A","Left pars orbitalis A","Left","Frontal","Inferior frontal","Pars orbitalis",255,79,126,1,1,0,0,0,98,-43.0577448241565,46.706003111236,-10.3562618132909
"L_OR_B","Left pars orbitalis B","Left","Frontal","Inferior frontal","Pars orbitalis",255,79,126,1,1,0,0,0,116,-46.2011767749129,38.2743051627587,-13.5043982061846
"L_OR_C","Left pars orbitalis C","Left","Frontal","Inferior frontal","Pars orbitalis",255,79,126,1,1,0,0,0,86,-45.1930399162825,29.4994091433148,-12.1702279628709
"L_FP1_A","Left frontal pole 1 A","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,34,-4.44363013435813,20.1075002445894,-15.651585410623
"L_FP1_B","Left frontal pole 1 B","Left","Frontal","Frontal pole","Frontal pole 1",212,73,0,1,1,0,0,0,41,-4.5335755842488,30.5034490910972,-16.448163916425
"L_FP1_C","Left frontal pole 1 C","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,55,-5.49041538888758,40.2673146334561,-14.0056272853504
"L_FP1_D","Left frontal pole 1 D","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,72,-5.93138189531035,49.642305639055,-12.7144752939542
"L_FP1_E","Left frontal pole 1 E","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,62,-4.99919391014884,60.6593732526225,-12.6740691431107
"L_FP1_F","Left frontal pole 1 F","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,44,-6.70990555394779,67.8576834418557,-11.520732738755
"L_FP1_G","Left frontal pole 1 G","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,62,-16.6208028947153,64.7760550591253,-8.18261646455334
"L_FP1_H","Left frontal pole 1 H","Left","Frontal","Frontal pole","Frontal pole 1",212,70,0,1,1,0,0,0,55,-27.373394948786,59.7915951121937,-4.22847355441614
"L_FP2_A","Left frontal pole 2 A","Left","Frontal","Frontal pole","Frontal pole 2",230,73,0,1,1,0,0,0,77,-7.36800860197513,48.0829287442294,-4.06536590230542
"L_FP2_B","Left frontal pole 2 B","Left","Frontal","Frontal pole","Frontal pole 2",230,73,0,1,1,0,0,0,70,-7.09100192614964,58.6136432102748,-2.27343468538353
"L_FP2_C","Left frontal pole 2 C","Left","Frontal","Frontal pole","Frontal pole 2",230,73,0,1,1,0,0,0,73,-7.36907989194948,67.8108378371147,-0.333265188213897
"L_FP2_D","Left frontal pole 2 D","Left","Frontal","Frontal pole","Frontal pole 2",230,73,0,1,1,0,0,0,62,-19.4641783468185,65.7211484601421,-0.326625489389464
"L_FP3_A","Left frontal pole 3 A","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,88,-7.9749937558716,51.6412195725874,5.66785230652683
"L_FP3_B","Left frontal pole 3 B","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,75,-6.04175278186798,62.911221110026,8.36640228589376
"L_FP3_C","Left frontal pole 3 C","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,43,-9.09837446656338,68.658690607825,11.7013808849246
"L_FP3_D","Left frontal pole 3 D","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,79,-18.7489692349977,65.6150095492979,7.45194054857085
"L_FP3_E","Left frontal pole 3 E","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,101,-28.096650000846,59.839565201561,4.12127218292196
"L_FP3_F","Left frontal pole 3 F","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,76,-37.9112001720228,55.9698047136006,1.00872050617871
"L_FP3_G","Left frontal pole 3 G","Left","Frontal","Frontal pole","Frontal pole 3",255,81,0,1,1,0,0,0,57,-44.5668257328502,52.0197369090298,-0.640970383035509
"L_FP4_A","Left frontal pole 4 A","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,82,-7.83599326087207,49.3891625288056,15.8825436685143
"L_FP4_B","Left frontal pole 4 B","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,53,-5.27979286661688,60.5490687388294,19.5532632683808
"L_FP4_C","Left frontal pole 4 C","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,48,-10.6726394444704,64.937643289566,20.7092052896818
"L_FP4_D","Left frontal pole 4 D","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,61,-20.5890673027664,62.4121747251417,15.8440197803935
"L_FP4_E","Left frontal pole 4 E","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,77,-30.10546387016,57.760433345646,11.3957860067293
"L_FP4_F","Left frontal pole 4 F","Left","Frontal","Frontal pole","Frontal pole 4",255,98,25,1,1,0,0,0,64,-40.623035132885,52.903244137764,8.70357363671065
"L_FO1_A","Left orbitofrontal 1 A","Left","Frontal","Orbital frontal","Frontal orbital 1",255,171,52,1,1,0,0,0,47,-6.29880514804353,61.9880161691219,-21.9031315255672
"L_FO1_B","Left orbitofrontal 1 B","Left","Frontal","Orbital frontal","Frontal orbital 1",255,171,52,1,1,0,0,0,59,-14.9371378623833,63.1923490621276,-17.5369133060261
"L_FO1_C","Left orbitofrontal 1 C","Left","Frontal","Orbital frontal","Frontal orbital 1",255,171,52,1,1,0,0,0,69,-23.590026827826,62.4720343990602,-13.4333708597266
"L_FO1_D","Left orbitofrontal 1 D","Left","Frontal","Orbital frontal","Frontal orbital 1",255,171,52,1,1,0,0,0,88,-34.5463666482405,60.382377797907,-8.32519988851114
"L_FO2_A","Left orbitofrontal 2 A","Left","Frontal","Orbital frontal","Frontal orbital 2",255,182,79,1,1,0,0,0,49,-6.53949100873908,53.4544550837303,-22.2710334816757
"L_FO2_B","Left orbitofrontal 2 B","Left","Frontal","Orbital frontal","Frontal orbital 2",255,182,79,1,1,0,0,0,41,-10.7413094915995,53.0928103749345,-24.7542452928497
"L_FO2_C","Left orbitofrontal 2 C","Left","Frontal","Orbital frontal","Frontal orbital 2",255,182,79,1,1,0,0,0,48,-18.308027724425,53.3733224868774,-18.3713541030884
"L_FO2_D","Left orbitofrontal 2 D","Left","Frontal","Orbital frontal","Frontal orbital 2",255,182,79,1,1,0,0,0,57,-28.2243319728918,52.7713959677178,-14.7469586322182
"L_FO2_E","Left orbitofrontal 2 E","Left","Frontal","Orbital frontal","Frontal orbital 2",255,182,79,1,1,0,0,0,64,-39.1475359797478,52.9344031214714,-11.7259210534394
"L_FO3_A","Left orbitofrontal 3 A","Left","Frontal","Orbital frontal","Frontal orbital 3",255,193,106,1,1,0,0,0,62,-4.65993711977236,44.521655051939,-24.3682409101917
"L_FO3_B","Left orbitofrontal 3 B","Left","Frontal","Orbital frontal","Frontal orbital 3",255,193,106,1,1,0,0,0,42,-11.906356153034,43.5925445556641,-25.7407036281767
"L_FO3_C","Left orbitofrontal 3 C","Left","Frontal","Orbital frontal","Frontal orbital 3",255,193,106,1,1,0,0,0,58,-20.6404783972378,43.2743496072703,-19.3067212598077
"L_FO3_D","Left orbitofrontal 3 D","Left","Frontal","Orbital frontal","Frontal orbital 3",255,193,106,1,1,0,0,0,76,-30.1977735318636,42.3068637345967,-13.8130643618734
"L_FO4_A","Left orbitofrontal 4 A","Left","Frontal","Orbital frontal","Frontal orbital 4",255,201,124,1,1,0,0,0,75,-5.79845723231634,35.1131344858805,-24.5896984100342
"L_FO4_B","Left orbitofrontal 4 B","Left","Frontal","Orbital frontal","Frontal orbital 4",255,201,124,1,1,0,0,0,52,-13.031796345344,32.7544875144959,-25.5475566570575
"L_FO4_C","Left orbitofrontal 4 C","Left","Frontal","Orbital frontal","Frontal orbital 4",255,201,124,1,1,0,0,0,54,-21.4049464684946,33.040366102148,-19.4255300097995
"L_FO4_D","Left orbitofrontal 4 D","Left","Frontal","Orbital frontal","Frontal orbital 4",255,201,124,1,1,0,0,0,163,-32.3904518057232,30.0769824513628,-11.7533235098092
"L_FO5_A","Left orbitofrontal 5 A","Left","Frontal","Orbital frontal","Frontal orbital 5",255,201,124,1,1,0,0,0,82,-7.31871437590297,25.1885986560729,-22.5883747542777
"L_FO5_B","Left orbitofrontal 5 B","Left","Frontal","Orbital frontal","Frontal orbital 5",255,201,124,1,1,0,0,0,41,-13.4431116988019,22.9136520478784,-23.758906434222
"L_FO5_C","Left orbitofrontal 5 C","Left","Frontal","Orbital frontal","Frontal orbital 5",255,201,124,1,1,0,0,0,72,-22.8663754993015,23.296038336224,-22.2627121210098
"L_FO5_D","Left orbitofrontal 5 D","Left","Frontal","Orbital frontal","Frontal orbital 5",255,201,124,1,1,0,0,0,74,-33.7088184872189,21.6334573900377,-19.3260153177622
"L_FO5_E","Left orbitofrontal 5 E","Left","Frontal","Orbital frontal","Frontal orbital 5",255,201,124,1,1,0,0,0,44,-42.5992644049905,23.3897207000039,-14.2906807227568
"L_FO6_A","Left orbitofrontal 6 A","Left","Frontal","Orbital frontal","Frontal orbital 6",255,220,170,1,1,0,0,0,74,-9.07120366998621,14.941732664366,-19.2827781986546
"L_FO6_B","Left orbitofrontal 6 B","Left","Frontal","Orbital frontal","Frontal orbital 6",255,220,170,1,1,0,0,0,33,-13.9373877265237,14.8500112186779,-22.3833329171845
"L_FO6_C","Left orbitofrontal 6 C","Left","Frontal","Orbital frontal","Frontal orbital 6",255,220,170,1,1,0,0,0,68,-22.6648611180923,14.3514788150787,-21.5395003907821
"L_LOT_A","Left lateral occipitotemporal gyrus A","Left","Temporal","Inferior temporal-occipital","Lateral occipitotemporal gyrus",226,151,255,1,1,0,0,0,92,-43.3720859030019,-39.310590101325,-23.2517874551856
"L_LOT_B","Left lateral occipitotemporal gyrus B","Left","Temporal","Inferior temporal-occipital","Lateral occipitotemporal gyrus",226,151,255,1,1,0,0,0,88,-41.7053200548345,-48.9568988193165,-20.084398876537
"L_LOT_C","Left lateral occipitotemporal gyrus C","Left","Temporal","Inferior temporal-occipital","Lateral occipitotemporal gyrus",226,151,255,1,1,0,0,0,94,-42.3177791351968,-58.1800974176285,-16.4535073777463
"L_LOT_D","Left lateral occipitotemporal gyrus D","Left","Temporal","Inferior temporal-occipital","Lateral occipitotemporal gyrus",226,151,255,1,1,0,0,0,76,-43.3699034640664,-67.1962059422543,-15.1824026484238
"L_LOT_E","Left lateral occipitotemporal gyrus E","Left","Temporal","Inferior temporal-occipital","Lateral occipitotemporal gyrus",226,151,255,1,1,0,0,0,61,-40.4271370309298,-75.7271738521388,-15.1311327355807
"L_MOT_A","Left medial occipitotemporal gyrus A","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,99,-35.1839257057267,-11.9668511429218,-35.9952253283876
"L_MOT_B","Left medial occipitotemporal gyrus B","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,83,-37.3391063414424,-20.0363635787045,-30.3850358020828
"L_MOT_C","Left medial occipitotemporal gyrus C","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,89,-36.3998529027017,-29.0131723853979,-25.1263518172703
"L_MOT_D","Left medial occipitotemporal gyrus D","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,95,-32.8257410752146,-37.0729110316226,-20.5058563935129
"L_MOT_E","Left medial occipitotemporal gyrus E","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,83,-28.5489840679858,-45.2221147927893,-14.7687670523862
"L_MOT_F","Left medial occipitotemporal gyrus F","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,76,-29.1799065188358,-55.0488597468326,-13.6059184764561
"L_MOT_G","Left medial occipitotemporal gyrus G","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,63,-28.5486223129999,-66.0622984871032,-12.6076404177953
"L_MOT_H","Left medial occipitotemporal gyrus H","Left","Temporal","Inferior temporal-occipital","Medial occipitotemporal gyrus",172,120,255,1,1,0,0,0,73,-29.0951292482141,-75.5942556302841,-11.1095434345611
"L_PH_A","Left parahippocampal gyrus A","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,63,-18.3582328463358,0.127457926493316,-26.1936001853337
"L_PH_B","Left parahippocampal gyrus B","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,75,-22.4129315567017,-5.36755523120364,-33.3209087626139
"L_PH_C","Left parahippocampal gyrus C","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,83,-22.3641512077975,-13.95397562004,-28.4891111534762
"L_PH_D","Left parahippocampal gyrus D","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,95,-24.8872789483321,-23.4224847693192,-23.0836756756431
"L_PH_E","Left parahippocampal gyrus E","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,106,-23.0344299640296,-31.2869961576642,-15.1115854371269
"L_PH_F","Left parahippocampal gyrus F","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,106,-20.6806245749851,-39.7100823600337,-9.85901417147438
"L_PH_G","Left parahippocampal gyrus G","Left","Temporal","Inferior temporal-occipital","Parahippocampal gyrus",255,133,223,1,1,0,0,0,120,-20.7886394500732,-48.8653624852498,-5.18042587312521
"L_L_A","Left lingual gyrus A","Left","Occipital","Inferior temporal-occipital","Lingual gyrus",255,213,0,1,1,0,0,0,83,-18.3434744685529,-61.8126238168004,-7.43048075164657
"L_L_B","Left lingual gyrus B","Left","Occipital","Inferior temporal-occipital","Lingual gyrus",255,213,0,1,1,0,0,0,113,-16.7882069697422,-74.257841329659,-8.3743786031166
"L_L_C","Left lingual gyrus C","Left","Occipital","Inferior temporal-occipital","Lingual gyrus",255,213,0,1,1,0,0,0,60,-18.1436187108358,-82.8713280995687,-12.3336896498998
"L_CG_A","Left cingulate gyrus A","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,42,-4.40570476509276,9.49846008845738,-11.9565603505997
"L_CG_B","Left cingulate gyrus B","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,27,-3.04216320647134,17.7985852206195,-7.45985829388654
"L_CG_C","Left cingulate gyrus C","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,37,-4.17543878104236,26.2910303682894,-10.0451230873933
"L_CG_D","Left cingulate gyrus D","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,57,-5.59732121961159,34.7687278212162,-7.16256150864718
"L_CG_E","Left cingulate gyrus E","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,74,-6.0652332716697,40.7456970214844,1.48370622601864
"L_CG_F","Left cingulate gyrus F","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,77,-6.19838802303587,40.2720810531022,11.523382899049
"L_CG_G","Left cingulate gyrus G","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,85,-5.68067197168575,34.6662927066579,18.5830226449405
"L_CG_H","Left cingulate gyrus H","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,71,-5.44671148355578,26.1639449697145,24.6041214902636
"L_CG_I","Left cingulate gyrus I","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,69,-5.46584014443384,17.9895859732144,30.014059011487
"L_CG_J","Left cingulate gyrus J","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,75,-5.25226911862691,8.82959145228068,34.537811126709
"L_CG_K","Left cingulate gyrus K","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,85,-5.02268156269017,-1.05467285645359,38.520284316119
"L_CG_L","Left cingulate gyrus L","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,82,-5.58564478522394,-12.137790505479,39.0473051768977
"L_CG_M","Left cingulate gyrus M","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,100,-6.81894209444523,-21.9319373893738,38.2427719688416
"L_CG_N.1","Left cingulate gyrus N superior","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,82,-6.15431532772576,-31.0673095889208,35.3848019576654
"L_CG_N.2","Left cingulate gyrus N inferior","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,120,-8.83283578902483,-35.1762850284576,43.9966848055522
"L_CG_O","Left cingulate gyrus O","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,100,-6.72537351518869,-42.8765022659302,31.0385717964172
"L_CG_P","Left cingulate gyrus P","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,68,-5.62069756318541,-49.1000935049618,23.7418444437139
"L_CG_Q","Left cingulate gyrus Q","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,69,-11.3392064882361,-48.4401012365369,7.68838539179684
"L_CG_R","Left cingulate gyrus R","Left","Frontal","Cingulate","Cingulate gyrus",181,69,174,1,1,0,0,0,76,-14.416273970353,-41.7348669453671,0.174993818184655
"L_H_A","Left hippocampus pes","Left","Temporal","Medial temporal","Hippocampus",113,74,255,1,1,0,1,0,120,-24.4047670125961,-13.6653567870458,-20.1724807024002
"L_H_B","Left hippocampus body","Left","Temporal","Medial temporal","Hippocampus",113,74,255,1,1,0,1,0,86,-30.3144751704016,-26.0099147752274,-12.3670744840489
"L_H_C","Left hippocampus tail","Left","Temporal","Medial temporal","Hippocampus",113,74,255,1,1,0,1,0,64,-25.8626074790955,-36.6765325665474,-2.53439652646193
"L_A_A","Left amygdala superior","Left","Temporal","Amygdala","Amygdala",126,0,230,1,1,0,1,0,73,-23.5570771073642,-3.11520564132561,-17.93381852973
"L_A_B","Left amygdala inferior","Left","Temporal","Amygdala","Amygdala",126,0,230,1,1,0,1,0,61,-24.7064560749492,-2.76230624128805,-24.7915544353548
"L_I1_A","Left anterior short insular gyrus A","Left","Insula","Insula","Anterior short insular gyrus",107,0,149,1,1,0,1,0,54,-32.7321496539646,20.5605128959373,4.27883035165292
"L_I1_B","Left anterior short insular gyrus B","Left","Insula","Insula","Anterior short insular gyrus",107,0,149,1,1,0,1,0,88,-35.7465183951638,19.6909956390207,-4.73342740150507
